"" "tlid" "prop_account_id" "prop_class" "code_area" "mrkt_land_val" "mrkt_bld_val" "mrkt_special_val" "mrkt_tot_val" "assessed_val" "legal_desc" "address" "lot_size" "taxes_2018" "taxes_2019"
0 "1S206AD08900" "R2061155" "1010" "007.42" 163730.0 157130.0 0.0 320860.0 176760.0 "MAPLE COURT Lot:7  " "1254 SE MAPLE ST. HILLSBORO OR, 97123" 0.1 2906.68 3036.4
1 "1S206AD09000" "R2061156" "1010" "007.42" 163730.0 216740.0 0.0 380470.0 204100.0 "MAPLE COURT Lot:8  " "1262 SE MAPLE ST. HILLSBORO OR, 97123" 0.15 3356.19 3506.03
2 "1S206AD09100" "R2061157" "1000" "007.42" 0.0 0.0 0.0 0.0 0.0 "MAPLE COURT Lot:A  " "   . HILLSBORO OR, 97123" 0.14 0.0 0.0
3 "1S206AD09200" "R2102519" "9810" "007.42" 441000.0 1917890.0 0.0 2358890.0 0.0 "2001-017 PARTITION PLAT Lot:1  " "1138 SE MAPLE ST. HILLSBORO OR, 97123" 0.6 0.0 0.0
4 "1S206AD09300" "R2102520" "9810" "007.42" 630000.0 2759890.0 0.0 3389890.0 0.0 "2001-017 PARTITION PLAT Lot:2  " "1136 SE MAPLE ST. HILLSBORO OR, 97123" 1.1 0.0 0.0
5 "1S206AD09400" "R2110512" "1010" "007.42" 163730.0 216130.0 0.0 379860.0 208660.0 "2002-010 PARTITION PLAT Lot:1  " "1117 SE MAPLE ST. HILLSBORO OR, 97123" 0.15 3326.55 3584.36
6 "1S206AD09500" "R2110513" "1010" "007.42" 130980.0 235110.0 0.0 366090.0 222280.0 "2002-010 PARTITION PLAT Lot:2  " "675 SE 11TH PL. HILLSBORO OR, 97123" 0.07 3655.11 3818.34
7 "1S206AD09600" "R329282" "1010" "007.42" 158480.0 40100.0 0.0 198580.0 130720.0 "REEVES SUBDIVISION Lot:1  " "1080 SE MAPLE ST. HILLSBORO OR, 97123" 0.21 2149.61 2245.49
8 "1S206AD09700" "R329291" "1010" "007.42" 166820.0 123730.0 0.0 290550.0 180160.0 "REEVES SUBDIVISION Lot:2  " "736 SE 11TH AVE. HILLSBORO OR, 97123" 0.14 2962.56 3094.81
9 "1S206AD09800" "R329308" "1010" "007.42" 166820.0 120250.0 0.0 287070.0 166590.0 "REEVES SUBDIVISION Lot:3  " "756 SE 11TH AVE. HILLSBORO OR, 97123" 0.14 2739.34 2861.66
10 "1S206AD09900" "R329317" "1010" "007.42" 166820.0 126480.0 0.0 293300.0 182450.0 "REEVES SUBDIVISION Lot:4  " "772 SE 11TH AVE. HILLSBORO OR, 97123" 0.15 3000.17 3134.12
11 "1S206BA00100" "R326588" "2210" "007.42" 266810.0 314740.0 0.0 581550.0 434790.0 "HUMPHREYS' ADD'N TO HILLSBORO, AMENDED BLOCK 1 Lot:1, 2  " "570 SE BASELINE ST. HILLSBORO OR, 97123" "" 7149.48 7468.84
12 "1S206BA00300" "R326604" "2210" "007.42" 434290.0 326530.0 0.0 760820.0 745540.0 "HUMPHREYS' ADD'N TO HILLSBORO, AMENDED BLOCK 1 Lot:3, 4, 5  " "550 SE BASELINE ST. HILLSBORO OR, 97123" 0.58 12101.12 12706.61
13 "1S206BA00400" "R326613" "2210" "007.42" 254630.0 286070.0 0.0 540700.0 274990.0 "HUMPHREYS' ADD'N TO HILLSBORO, AMENDED BLOCK 1 Lot:7, 6 1 " "528 SE BASELINE ST. HILLSBORO OR, 97123" 0.3 4521.91 4723.76
14 "1S206BA00401" "R2177594" "2200" "007.42" 134140.0 0.0 0.0 134140.0 75270.0 "HUMPHREYS' ADD'N TO HILLSBORO, AMENDED BLOCK 1 Lot:6, 7 1 " "   . HILLSBORO OR, 97123" 0.09 1237.73 1292.99
15 "1S206BA00500" "R326622" "2210" "007.42" 197510.0 252220.0 0.0 449730.0 234680.0 "HUMPHREYS' ADD'N TO HILLSBORO, AMENDED BLOCK 1 Lot:8  " "512 SE BASELINE ST. HILLSBORO OR, 97123" "" 3859.02 4031.35
16 "1S206BA00700" "R326640" "2210" "007.42" 177600.0 109160.0 0.0 286760.0 256140.0 "HUMPHREYS' ADD'N TO HILLSBORO, AMENDED BLOCK 1 Lot:10, 6, 7  " "334 SE 5TH AVE. HILLSBORO OR, 97123" 0.18 4211.83 4399.98
17 "1S206BA00700" "R326640" "2210" "007.42" 177600.0 109160.0 0.0 286760.0 256140.0 "HUMPHREYS' ADD'N TO HILLSBORO, AMENDED BLOCK 1 Lot:10, 6, 7  " "334 SE 5TH AVE. HILLSBORO OR, 97123" 0.18 4211.83 4399.98
18 "1S206BA00800" "R326659" "2210" "007.42" 193910.0 163250.0 0.0 357160.0 94360.0 "HUMPHREYS' ADD'N TO HILLSBORO, AMENDED BLOCK 1 Lot:11  " "346 SE 5TH AVE. HILLSBORO OR, 97123" "" 1551.75 1620.94
19 "1S206BA00900" "R326668" "2210" "007.42" 147010.0 89300.0 0.0 236310.0 67940.0 "HUMPHREYS' ADD'N TO HILLSBORO, AMENDED BLOCK 1 Lot:12  " "360 SE 5TH AVE. HILLSBORO OR, 97123" "" 1117.3 1167.07
20 "1S206BA01000" "R326677" "2210" "007.42" 147830.0 132600.0 0.0 280430.0 91700.0 "HUMPHREYS' ADD'N TO HILLSBORO, AMENDED BLOCK 1 Lot:12, 13  " "364 SE 5TH AVE. HILLSBORO OR, 97123" 0.09 1507.89 1575.2
