"" "tlid" "prop_account_id" "prop_class" "code_area" "mrkt_land_val" "mrkt_bld_val" "mrkt_special_val" "mrkt_tot_val" "assessed_val" "legal_desc" "address" "lot_size" "taxes_2018" "taxes_2019"
0 "1S204CA08400" "R309222" "1010" "007.01" 185500 222050 0 407550 281140 "BENTLEY ORCHARD NO.2 Lot:63  " "1219 SE 38TH AVE. HILLSBORO OR, 97123" 0.25 4623.02 4829.42
1 "1S204CA08500" "R309231" "1010" "007.01" 185500 220060 0 405560 222960 "BENTLEY ORCHARD NO.2 Lot:60  " "1261 SE 38TH AVE. HILLSBORO OR, 97123" 0.27 3666.27 3829.99
2 "1S204CA08600" "R309240" "1010" "007.01" 204050 198560 0 402610 246590 "ARBOR CREEK PARK Lot:1  " "3976 SE ARBOR CT. HILLSBORO OR, 97123" 0.24 4054.82 4235.92
3 "1S204CA08700" "R309259" "1010" "007.01" 204050 237020 0 441070 284910 "ARBOR CREEK PARK Lot:2  " "3962 SE ARBOR CT. HILLSBORO OR, 97123" 0.22 4685.03 4894.17
4 "1S204CA08800" "R309268" "1010" "007.01" 233200 461350 0 694550 375680 "ARBOR CREEK PARK Lot:3  " "3948 SE ARBOR CT. HILLSBORO OR, 97123" 0.56 6177.48 6453.43
5 "1S204CA08900" "R309277" "1010" "007.01" 223490 244410 0 467900 312780 "ARBOR CREEK PARK Lot:4  " "3934 SE ARBOR CT. HILLSBORO OR, 97123" 0.32 5143.16 5372.93
6 "1S204CA09000" "R309286" "1010" "007.01" 212320 224960 0 437280 269250 "ARBOR CREEK PARK Lot:9, 10  " "3908 SE ARBOR CT. HILLSBORO OR, 97123" 0.42 4427.43 4625.17
7 "1S204CA09000" "R309286" "1010" "007.01" 212320 224960 0 437280 269250 "ARBOR CREEK PARK Lot:9, 10  " "3908 SE ARBOR CT. HILLSBORO OR, 97123" 0.42 4427.43 4625.17
8 "1S204CA09200" "R309302" "1010" "007.01" 204050 274950 0 479000 322580 "ARBOR CREEK PARK Lot:18  " "3905 SE ARBOR CT. HILLSBORO OR, 97123" 0.24 5304.41 5541.29
9 "1S204CA09300" "R309311" "1010" "007.01" 204050 244330 0 448380 309210 "ARBOR CREEK PARK Lot:19  " "3921 SE ARBOR CT. HILLSBORO OR, 97123" 0.24 5084.54 5311.61
10 "1S204CA09400" "R309320" "1010" "007.01" 204050 168730 0 372780 229400 "ARBOR CREEK PARK Lot:20  " "3965 SE ARBOR CT. HILLSBORO OR, 97123" 0.23 3772.13 3940.62
11 "1S204CA09500" "R309339" "1010" "007.01" 185500 194430 0 379930 224000 "ARBOR CREEK PARK Lot:21  " "1033 SE 40TH AVE. HILLSBORO OR, 97123" 0.23 3683.41 3847.85
12 "1S204CA09600" "R309348" "1010" "007.01" 204050 214630 0 418680 235810 "ARBOR CREEK PARK Lot:22  " "3968 SE BENTLEY ST. HILLSBORO OR, 97123" 0.41 3877.66 4050.75
13 "1S204CA09700" "R309357" "1010" "007.01" 185040 174800 0 359840 220360 "ARBOR CREEK PARK Lot:17  " "3934 SE BENTLEY ST. HILLSBORO OR, 97123" 0.23 3623.61 3785.35
14 "1S204CA09800" "R309366" "1010" "007.01" 193860 205760 0 399620 257520 "ARBOR CREEK PARK Lot:16  " "3888 SE BENTLEY ST. HILLSBORO OR, 97123" 0.23 4234.52 4423.66
15 "1S204CA09900" "R309375" "1010" "007.01" 176230 204700 0 380930 250160 "ARBOR CREEK PARK Lot:15  " "3862 SE BENTLEY ST. HILLSBORO OR, 97123" 0.23 4113.58 4297.27
16 "1S204CA10000" "R309384" "1000" "007.01" 21250 0 0 21250 9130 "ARBOR CREEK PARK Lot:14  " "   . HILLSBORO OR, 97123" 0.25 180.24 156.83
17 "1S204CA10100" "R309393" "1010" "007.01" 193860 224460 0 418320 278140 "ARBOR CREEK PARK Lot:13  " "3830 SE BENTLEY ST. HILLSBORO OR, 97123" 0.22 4573.61 4777.91
18 "1S204CA10200" "R309400" "1010" "007.01" 204050 209760 0 413810 278380 "ARBOR CREEK PARK Lot:12  " "3825 SE PINE ST. HILLSBORO OR, 97123" 0.22 4577.66 4782.0
19 "1S204CA10300" "R309419" "1010" "007.01" 223490 300150 0 523640 387940 "ARBOR CREEK PARK Lot:11, 10  " "3873 SE PINE ST. HILLSBORO OR, 97123" 0.4 6379.22 6664.05
20 "1S204CA10300" "R309419" "1010" "007.01" 223490 300150 0 523640 387940 "ARBOR CREEK PARK Lot:11, 10  " "3873 SE PINE ST. HILLSBORO OR, 97123" 0.4 6379.22 6664.05
21 "1S204CA10400" "R309428" "1010" "007.01" 204050 264640 0 468690 314480 "ARBOR CREEK PARK Lot:8  " "3880 SE PINE ST. HILLSBORO OR, 97123" 0.27 5171.29 5402.13
22 "1S204CA10500" "R309437" "1010" "007.01" 194340 228830 0 423170 284520 "ARBOR CREEK PARK Lot:5, 8  " "3868 SE PINE ST. HILLSBORO OR, 97123" 0.29 4678.59 4887.48
23 "1S204CA10500" "R309437" "1010" "007.01" 194340 228830 0 423170 284520 "ARBOR CREEK PARK Lot:5, 8  " "3868 SE PINE ST. HILLSBORO OR, 97123" 0.29 4678.59 4887.48
24 "1S204CA10600" "R309446" "1010" "007.01" 204050 421060 0 625110 420820 "ARBOR CREEK PARK Lot:6  " "3846 SE PINE ST. HILLSBORO OR, 97123" 0.32 6919.81 7228.85
25 "1S204CA10700" "R309455" "1010" "007.01" 204050 246050 0 450100 299890 "ARBOR CREEK PARK Lot:7  " "3822 SE PINE ST. HILLSBORO OR, 97123" 0.23 4931.28 5151.51
26 "1S204CA10800" "R2009075" "1010" "007.01" 204050 272090 0 476140 307830 "1990-032 PARTITION PLAT Lot:1  " "1403 SE 40TH AVE. HILLSBORO OR, 97123" 0.23 5061.87 5287.9
27 "1S204CA10900" "R2009076" "1010" "007.01" 204050 282170 0 486220 332500 "1990-032 PARTITION PLAT Lot:2  " "1415 SE 40TH AVE. HILLSBORO OR, 97123" 0.25 5467.49 5711.7
28 "1S204CA11000" "R2009077" "1010" "007.01" 194340 297000 0 491340 333490 "1990-032 PARTITION PLAT Lot:3  " "3897 SE ASH ST. HILLSBORO OR, 97123" 0.74 5483.75 5728.68
29 "1S204CB00100" "R309464" "1010" "007.01" 194790 126790 0 321580 154410 " Lot:  " "3488 SE BENTLEY ST. HILLSBORO OR, 97123" 0.4 2539.16 2652.45
30 "1S204CB00200" "R309473" "1010" "007.01" 184630 182600 0 367230 203630 " Lot:  " "3440 SE BENTLEY ST. HILLSBORO OR, 97123" 0.34 3348.37 3497.94
31 "1S204CB00300" "R309482" "1010" "007.01" 184630 168080 0 352710 192960 " Lot:  " "3406 SE BENTLEY ST. HILLSBORO OR, 97123" 0.34 3172.9 3314.66
32 "1S204CB00400" "R309491" "1010" "007.01" 176230 170760 0 346990 205790 "BENTLEY ORCHARD NO.3 Lot:84  " "3372 SE BENTLEY ST. HILLSBORO OR, 97123" 0.24 3383.96 3535.07
33 "1S204CB00500" "R309507" "1010" "007.01" 176230 160610 0 336840 184380 "BENTLEY ORCHARD NO.3 Lot:85  " "3356 SE BENTLEY ST. HILLSBORO OR, 97123" 0.24 3031.85 3167.29
34 "1S204CB00600" "R309516" "1010" "007.01" 176230 228950 0 405180 228740 "BENTLEY ORCHARD NO.3 Lot:86  " "3298 SE BENTLEY ST. HILLSBORO OR, 97123" 0.24 3761.28 3929.28
35 "1S204CB00700" "R309525" "1010" "007.01" 176230 296040 0 472270 257640 "BENTLEY ORCHARD NO.3 Lot:87  " "3248 SE BENTLEY ST. HILLSBORO OR, 97123" 0.24 4236.53 4425.72
36 "1S204CB00800" "R309534" "1010" "007.01" 184620 168780 0 353400 163650 "BENTLEY ORCHARD NO.3 Lot:88  " "910 SE 32ND AVE. HILLSBORO OR, 97123" 0.35 2691.07 2811.18
